date,Appliances,lights
18/01/2016 04:10,40,0
18/01/2016 04:20,50,0
18/01/2016 04:30,50,0
18/01/2016 04:40,40,0
18/01/2016 04:50,50,0
18/01/2016 05:00,40,0
18/01/2016 05:10,50,0
18/01/2016 05:20,30,0
18/01/2016 05:30,20,0
18/01/2016 05:40,30,0
18/01/2016 05:50,30,0
18/01/2016 06:00,50,0
18/01/2016 06:10,80,0
18/01/2016 06:20,40,0
18/01/2016 06:30,50,10
18/01/2016 06:40,40,0
18/01/2016 06:50,70,10
18/01/2016 07:00,100,0
18/01/2016 07:10,60,20
18/01/2016 07:20,50,0
18/01/2016 07:30,40,0
18/01/2016 07:40,40,0
18/01/2016 07:50,40,0
18/01/2016 08:00,20,0
18/01/2016 08:10,20,0
18/01/2016 08:20,30,0
18/01/2016 08:30,50,0
18/01/2016 08:40,50,0
18/01/2016 08:50,40,0
18/01/2016 09:00,40,0
18/01/2016 09:10,40,0
18/01/2016 09:20,40,0
18/01/2016 09:30,50,0
18/01/2016 09:40,50,0
18/01/2016 09:50,50,0
18/01/2016 10:00,40,0
18/01/2016 10:10,40,0
18/01/2016 10:20,20,0
18/01/2016 10:30,20,0
18/01/2016 10:40,30,0
18/01/2016 10:50,40,0
18/01/2016 11:00,50,0
18/01/2016 11:10,50,0
18/01/2016 11:20,40,0
18/01/2016 11:30,40,0
18/01/2016 11:40,50,0
18/01/2016 11:50,40,0
18/01/2016 12:00,40,0
18/01/2016 12:10,50,0
18/01/2016 12:20,40,0
18/01/2016 12:30,50,0
18/01/2016 12:40,40,0
18/01/2016 12:50,20,0
18/01/2016 13:00,20,0
18/01/2016 13:10,30,0
18/01/2016 13:20,40,0
18/01/2016 13:30,50,0
18/01/2016 13:40,50,0
18/01/2016 13:50,50,0
18/01/2016 14:00,40,0
18/01/2016 14:10,40,0
18/01/2016 14:20,40,0
18/01/2016 14:30,40,0
18/01/2016 14:40,40,0
18/01/2016 14:50,50,0
18/01/2016 15:00,50,0
18/01/2016 15:10,30,0
18/01/2016 15:20,20,0
18/01/2016 15:30,30,0
18/01/2016 15:40,30,0
18/01/2016 15:50,40,0
18/01/2016 16:00,50,0
18/01/2016 16:10,50,0
18/01/2016 16:20,50,0
18/01/2016 16:30,40,0
18/01/2016 16:40,40,0
18/01/2016 16:50,50,0
18/01/2016 17:00,40,0
18/01/2016 17:10,40,0
18/01/2016 17:20,40,0
18/01/2016 17:30,40,0
18/01/2016 17:40,20,0
18/01/2016 17:50,30,0
18/01/2016 18:00,30,10
18/01/2016 18:10,70,10
18/01/2016 18:20,230,10
18/01/2016 18:30,660,10
18/01/2016 18:40,510,0
18/01/2016 18:50,300,10
18/01/2016 19:00,300,20
18/01/2016 19:10,350,10
18/01/2016 19:20,90,10
18/01/2016 19:30,100,0
18/01/2016 19:40,130,10
18/01/2016 19:50,200,0
18/01/2016 20:00,480,0
18/01/2016 20:10,430,10
18/01/2016 20:20,630,10
18/01/2016 20:30,600,10
18/01/2016 20:40,470,20
18/01/2016 20:50,740,10
18/01/2016 21:00,600,0
18/01/2016 21:10,560,10
18/01/2016 21:20,440,20
18/01/2016 21:30,280,10
18/01/2016 21:40,110,20
18/01/2016 21:50,80,10
18/01/2016 22:00,70,20
18/01/2016 22:10,50,10
18/01/2016 22:20,50,10
18/01/2016 22:30,60,20
18/01/2016 22:40,60,10
18/01/2016 22:50,50,10
18/01/2016 23:00,60,20
18/01/2016 23:10,50,10
18/01/2016 23:20,50,10
18/01/2016 23:30,40,20
18/01/2016 23:40,30,10
18/01/2016 23:50,40,10
19/01/2016 00:00,50,20
19/01/2016 00:10,50,0
19/01/2016 00:20,50,0
19/01/2016 00:30,40,0
19/01/2016 00:40,50,0
19/01/2016 00:50,40,0
19/01/2016 01:00,50,0
19/01/2016 01:10,40,0
19/01/2016 01:20,50,0
19/01/2016 01:30,50,0
19/01/2016 01:40,40,0
19/01/2016 01:50,40,0
19/01/2016 02:00,30,0
19/01/2016 02:10,20,0
19/01/2016 02:20,20,0
19/01/2016 02:30,40,0
19/01/2016 02:40,50,0
19/01/2016 02:50,40,0
19/01/2016 03:00,50,0
19/01/2016 03:10,50,0
19/01/2016 03:20,40,0
19/01/2016 03:30,40,0
19/01/2016 03:40,50,0
19/01/2016 03:50,50,0
19/01/2016 04:00,50,0
19/01/2016 04:10,40,0
19/01/2016 04:20,50,0
19/01/2016 04:30,20,0
19/01/2016 04:40,30,0
19/01/2016 04:50,10,0
19/01/2016 05:00,40,0
19/01/2016 05:10,60,0
19/01/2016 05:20,40,0
19/01/2016 05:30,50,0
19/01/2016 05:40,40,0
19/01/2016 05:50,40,0
19/01/2016 06:00,40,0
19/01/2016 06:10,70,10
19/01/2016 06:20,50,0
19/01/2016 06:30,50,0
19/01/2016 06:40,40,10
19/01/2016 06:50,30,0
19/01/2016 07:00,30,10
19/01/2016 07:10,20,10
19/01/2016 07:20,50,0
19/01/2016 07:30,50,0
19/01/2016 07:40,50,0
19/01/2016 07:50,50,10
19/01/2016 08:00,40,0
19/01/2016 08:10,40,0
19/01/2016 08:20,50,0
19/01/2016 08:30,40,0
19/01/2016 08:40,40,0
19/01/2016 08:50,40,0
19/01/2016 09:00,40,0
19/01/2016 09:10,20,0
19/01/2016 09:20,30,0
19/01/2016 09:30,30,0
19/01/2016 09:40,40,0
19/01/2016 09:50,40,0
19/01/2016 10:00,40,0
19/01/2016 10:10,50,0
19/01/2016 10:20,50,0
19/01/2016 10:30,50,0
19/01/2016 10:40,40,0
19/01/2016 10:50,40,0
19/01/2016 11:00,40,0
19/01/2016 11:10,20,0
19/01/2016 11:20,20,0
19/01/2016 11:30,30,0
19/01/2016 11:40,50,0
19/01/2016 11:50,40,0
19/01/2016 12:00,50,0
19/01/2016 12:10,40,0
19/01/2016 12:20,40,0
19/01/2016 12:30,40,0
19/01/2016 12:40,40,0
19/01/2016 12:50,50,0
19/01/2016 13:00,50,0
19/01/2016 13:10,50,0
19/01/2016 13:20,30,0
19/01/2016 13:30,30,0
19/01/2016 13:40,20,0
19/01/2016 13:50,20,0
19/01/2016 14:00,50,0
19/01/2016 14:10,50,0
19/01/2016 14:20,50,0
19/01/2016 14:30,40,0
19/01/2016 14:40,40,0
19/01/2016 14:50,40,0
19/01/2016 15:00,40,0
19/01/2016 15:10,40,0
19/01/2016 15:20,50,0
19/01/2016 15:30,60,0
19/01/2016 15:40,20,0
19/01/2016 15:50,20,0
19/01/2016 16:00,30,0
19/01/2016 16:10,40,0
19/01/2016 16:20,40,0
19/01/2016 16:30,50,0
19/01/2016 16:40,40,0
19/01/2016 16:50,50,0
19/01/2016 17:00,50,0
19/01/2016 17:10,40,0
19/01/2016 17:20,40,0
19/01/2016 17:30,50,0
19/01/2016 17:40,60,10
19/01/2016 17:50,190,20
19/01/2016 18:00,350,10
19/01/2016 18:10,210,10
19/01/2016 18:20,140,10
19/01/2016 18:30,110,10
19/01/2016 18:40,120,0
19/01/2016 18:50,120,10
19/01/2016 19:00,110,10
19/01/2016 19:10,260,10
19/01/2016 19:20,550,0
19/01/2016 19:30,480,10
19/01/2016 19:40,360,10
19/01/2016 19:50,360,20
19/01/2016 20:00,290,10
19/01/2016 20:10,460,10
19/01/2016 20:20,570,20
19/01/2016 20:30,470,20
19/01/2016 20:40,450,20
19/01/2016 20:50,450,10
19/01/2016 21:00,380,20
19/01/2016 21:10,110,10
19/01/2016 21:20,110,10
19/01/2016 21:30,110,20
19/01/2016 21:40,100,10
19/01/2016 21:50,110,10
19/01/2016 22:00,120,0
19/01/2016 22:10,70,10
19/01/2016 22:20,50,0
19/01/2016 22:30,40,0
19/01/2016 22:40,30,0
19/01/2016 22:50,30,0
19/01/2016 23:00,50,0
19/01/2016 23:10,50,0
19/01/2016 23:20,50,0
19/01/2016 23:30,40,0
19/01/2016 23:40,50,0
19/01/2016 23:50,40,0
20/01/2016 00:00,40,0
20/01/2016 00:10,50,0
20/01/2016 00:20,40,0
20/01/2016 00:30,30,0
20/01/2016 00:40,30,0
20/01/2016 00:50,30,0
20/01/2016 01:00,30,0
20/01/2016 01:10,50,0
20/01/2016 01:20,40,0
20/01/2016 01:30,50,0
20/01/2016 01:40,50,0
20/01/2016 01:50,50,0
20/01/2016 02:00,40,0
20/01/2016 02:10,40,0
20/01/2016 02:20,40,0
20/01/2016 02:30,30,0
20/01/2016 02:40,20,0
20/01/2016 02:50,20,0
20/01/2016 03:00,30,0
20/01/2016 03:10,50,0
20/01/2016 03:20,50,0
20/01/2016 03:30,40,0
20/01/2016 03:40,50,0
20/01/2016 03:50,40,0
20/01/2016 04:00,40,0
20/01/2016 04:10,50,0
20/01/2016 04:20,50,0
20/01/2016 04:30,50,0
20/01/2016 04:40,30,0
20/01/2016 04:50,30,0
20/01/2016 05:00,20,0
20/01/2016 05:10,20,0
20/01/2016 05:20,40,0
20/01/2016 05:30,50,0
20/01/2016 05:40,50,0
20/01/2016 05:50,50,0
20/01/2016 06:00,40,0
20/01/2016 06:10,80,0
20/01/2016 06:20,40,10
20/01/2016 06:30,50,0
20/01/2016 06:40,340,10
20/01/2016 06:50,150,10
20/01/2016 07:00,50,0
20/01/2016 07:10,40,0
20/01/2016 07:20,60,10
20/01/2016 07:30,60,0
20/01/2016 07:40,60,0
20/01/2016 07:50,50,0
20/01/2016 08:00,70,0
20/01/2016 08:10,60,0
20/01/2016 08:20,60,10
20/01/2016 08:30,60,10
20/01/2016 08:40,350,20
20/01/2016 08:50,360,10
20/01/2016 09:00,80,10
20/01/2016 09:10,50,10
20/01/2016 09:20,60,0
20/01/2016 09:30,80,10
20/01/2016 09:40,50,10
20/01/2016 09:50,80,0
20/01/2016 10:00,90,10
20/01/2016 10:10,90,10
20/01/2016 10:20,70,0
20/01/2016 10:30,90,10
20/01/2016 10:40,60,0
20/01/2016 10:50,70,10
20/01/2016 11:00,90,0
20/01/2016 11:10,70,10
20/01/2016 11:20,110,0
20/01/2016 11:30,70,0
20/01/2016 11:40,70,0
20/01/2016 11:50,80,0
20/01/2016 12:00,330,10
20/01/2016 12:10,220,0
20/01/2016 12:20,70,0
20/01/2016 12:30,60,0
20/01/2016 12:40,50,0
20/01/2016 12:50,60,0
20/01/2016 13:00,80,0
20/01/2016 13:10,70,0
20/01/2016 13:20,80,0
20/01/2016 13:30,70,0
20/01/2016 13:40,80,0
20/01/2016 13:50,70,0
20/01/2016 14:00,80,0
20/01/2016 14:10,50,0
20/01/2016 14:20,40,0
20/01/2016 14:30,30,0
20/01/2016 14:40,50,0
20/01/2016 14:50,80,0
20/01/2016 15:00,80,0
20/01/2016 15:10,80,0
20/01/2016 15:20,70,0
20/01/2016 15:30,90,0
20/01/2016 15:40,80,0
20/01/2016 15:50,80,0
20/01/2016 16:00,80,0
20/01/2016 16:10,70,0
20/01/2016 16:20,60,0
20/01/2016 16:30,50,0
20/01/2016 16:40,80,0
20/01/2016 16:50,80,0
20/01/2016 17:00,60,0
20/01/2016 17:10,70,0
20/01/2016 17:20,340,0
20/01/2016 17:30,360,0
20/01/2016 17:40,160,0
20/01/2016 17:50,120,10
20/01/2016 18:00,90,0
20/01/2016 18:10,90,0
20/01/2016 18:20,90,10
20/01/2016 18:30,80,0
20/01/2016 18:40,170,10
20/01/2016 18:50,830,10
20/01/2016 19:00,540,30
20/01/2016 19:10,340,30
20/01/2016 19:20,410,40
20/01/2016 19:30,390,30
20/01/2016 19:40,360,40
20/01/2016 19:50,330,50
20/01/2016 20:00,210,40
20/01/2016 20:10,100,40
20/01/2016 20:20,160,30
20/01/2016 20:30,390,20
20/01/2016 20:40,440,10
20/01/2016 20:50,400,20
20/01/2016 21:00,420,10
20/01/2016 21:10,390,10
20/01/2016 21:20,410,20
20/01/2016 21:30,210,10
20/01/2016 21:40,70,20
20/01/2016 21:50,60,10
20/01/2016 22:00,50,10
20/01/2016 22:10,70,20
20/01/2016 22:20,160,10
20/01/2016 22:30,360,20
20/01/2016 22:40,150,10
20/01/2016 22:50,60,10
20/01/2016 23:00,60,20
20/01/2016 23:10,50,10
20/01/2016 23:20,50,10
20/01/2016 23:30,50,20
20/01/2016 23:40,50,10
20/01/2016 23:50,50,0
21/01/2016 00:00,60,0
21/01/2016 00:10,50,0
21/01/2016 00:20,40,0
21/01/2016 00:30,20,0
21/01/2016 00:40,30,0
21/01/2016 00:50,50,0
21/01/2016 01:00,50,0
21/01/2016 01:10,60,0
21/01/2016 01:20,60,0
21/01/2016 01:30,60,0
21/01/2016 01:40,40,0
21/01/2016 01:50,60,0
21/01/2016 02:00,40,0
21/01/2016 02:10,40,0
21/01/2016 02:20,40,0
21/01/2016 02:30,30,0
21/01/2016 02:40,40,0
21/01/2016 02:50,60,0
21/01/2016 03:00,50,0
21/01/2016 03:10,50,0
21/01/2016 03:20,40,0
21/01/2016 03:30,50,0
21/01/2016 03:40,50,0
21/01/2016 03:50,60,0
21/01/2016 04:00,50,0
21/01/2016 04:10,40,0
21/01/2016 04:20,30,0
21/01/2016 04:30,30,0
21/01/2016 04:40,40,0
21/01/2016 04:50,50,0
21/01/2016 05:00,50,0
21/01/2016 05:10,60,0
21/01/2016 05:20,60,0
21/01/2016 05:30,50,0
21/01/2016 05:40,40,0
21/01/2016 05:50,50,0
21/01/2016 06:00,50,0
21/01/2016 06:10,60,10
21/01/2016 06:20,30,0
21/01/2016 06:30,30,0
21/01/2016 06:40,50,10
21/01/2016 06:50,50,0
21/01/2016 07:00,50,10
21/01/2016 07:10,40,10
21/01/2016 07:20,60,10
21/01/2016 07:30,40,10
21/01/2016 07:40,50,10
21/01/2016 07:50,40,0
21/01/2016 08:00,30,0
21/01/2016 08:10,20,0
21/01/2016 08:20,20,0
21/01/2016 08:30,40,0
21/01/2016 08:40,40,0
21/01/2016 08:50,40,0
21/01/2016 09:00,50,0
21/01/2016 09:10,60,0
21/01/2016 09:20,60,20
21/01/2016 09:30,60,10
21/01/2016 09:40,50,20
21/01/2016 09:50,40,10
21/01/2016 10:00,30,20
21/01/2016 10:10,50,10
21/01/2016 10:20,70,10
21/01/2016 10:30,60,20
21/01/2016 10:40,60,10
21/01/2016 10:50,60,20
21/01/2016 11:00,60,20
21/01/2016 11:10,60,10
21/01/2016 11:20,50,20
21/01/2016 11:30,50,10
21/01/2016 11:40,40,0
21/01/2016 11:50,50,10
21/01/2016 12:00,50,0
21/01/2016 12:10,60,0
21/01/2016 12:20,60,10
21/01/2016 12:30,50,0
21/01/2016 12:40,50,0
21/01/2016 12:50,50,10
21/01/2016 13:00,50,0
21/01/2016 13:10,50,0
21/01/2016 13:20,290,0
21/01/2016 13:30,360,0
21/01/2016 13:40,230,0
21/01/2016 13:50,60,0
21/01/2016 14:00,70,0
21/01/2016 14:10,70,0
21/01/2016 14:20,80,0
21/01/2016 14:30,60,0
21/01/2016 14:40,60,0
21/01/2016 14:50,40,0
21/01/2016 15:00,50,0
21/01/2016 15:10,50,0
21/01/2016 15:20,40,0
21/01/2016 15:30,40,0
21/01/2016 15:40,40,0
21/01/2016 15:50,50,0
21/01/2016 16:00,40,0
21/01/2016 16:10,50,0
21/01/2016 16:20,40,0
21/01/2016 16:30,40,0
21/01/2016 16:40,40,0
21/01/2016 16:50,40,0
21/01/2016 17:00,50,0
21/01/2016 17:10,40,0
21/01/2016 17:20,20,0
21/01/2016 17:30,20,0
21/01/2016 17:40,30,0
21/01/2016 17:50,50,10
21/01/2016 18:00,70,10
21/01/2016 18:10,90,30
21/01/2016 18:20,110,20
21/01/2016 18:30,200,10
21/01/2016 18:40,430,20
21/01/2016 18:50,1070,30
21/01/2016 19:00,890,20
21/01/2016 19:10,590,30
21/01/2016 19:20,100,0
21/01/2016 19:30,100,10
21/01/2016 19:40,120,10
21/01/2016 19:50,150,0
21/01/2016 20:00,120,10
21/01/2016 20:10,120,20
21/01/2016 20:20,160,20
21/01/2016 20:30,480,10
21/01/2016 20:40,460,0
21/01/2016 20:50,360,0
21/01/2016 21:00,330,0
21/01/2016 21:10,310,0
21/01/2016 21:20,250,0
21/01/2016 21:30,220,10
21/01/2016 21:40,90,0
21/01/2016 21:50,80,0
21/01/2016 22:00,80,0
21/01/2016 22:10,70,0
21/01/2016 22:20,50,0
21/01/2016 22:30,50,0
21/01/2016 22:40,40,10
21/01/2016 22:50,40,0
21/01/2016 23:00,40,0
21/01/2016 23:10,30,0
21/01/2016 23:20,50,0
21/01/2016 23:30,50,0
21/01/2016 23:40,40,0
21/01/2016 23:50,50,0
22/01/2016 00:00,40,0
22/01/2016 00:10,40,10
22/01/2016 00:20,40,0
22/01/2016 00:30,40,0
22/01/2016 00:40,50,0
22/01/2016 00:50,30,0
22/01/2016 01:00,30,0
22/01/2016 01:10,20,0
22/01/2016 01:20,40,0
22/01/2016 01:30,40,0
22/01/2016 01:40,50,0
22/01/2016 01:50,40,0
22/01/2016 02:00,50,0
22/01/2016 02:10,50,0
22/01/2016 02:20,40,0
22/01/2016 02:30,40,0
22/01/2016 02:40,30,0
22/01/2016 02:50,20,0
22/01/2016 03:00,30,0
22/01/2016 03:10,30,0
22/01/2016 03:20,40,0
22/01/2016 03:30,50,0
22/01/2016 03:40,40,0
22/01/2016 03:50,50,0
22/01/2016 04:00,30,0
22/01/2016 04:10,40,0
22/01/2016 04:20,40,0
22/01/2016 04:30,50,0
22/01/2016 04:40,40,0
22/01/2016 04:50,20,0
22/01/2016 05:00,20,0
22/01/2016 05:10,30,0
22/01/2016 05:20,40,0
22/01/2016 05:30,40,0
22/01/2016 05:40,50,0
22/01/2016 05:50,50,0
22/01/2016 06:00,40,0
22/01/2016 06:10,50,0
22/01/2016 06:20,40,0
22/01/2016 06:30,40,0
22/01/2016 06:40,30,0
22/01/2016 06:50,30,10
22/01/2016 07:00,20,0
22/01/2016 07:10,30,0
22/01/2016 07:20,70,10
22/01/2016 07:30,50,0
22/01/2016 07:40,60,10
22/01/2016 07:50,40,10
22/01/2016 08:00,40,10
22/01/2016 08:10,40,10
22/01/2016 08:20,60,10
22/01/2016 08:30,50,20
22/01/2016 08:40,30,0
22/01/2016 08:50,80,0
22/01/2016 09:00,340,0
22/01/2016 09:10,50,0
22/01/2016 09:20,50,0
22/01/2016 09:30,60,0
22/01/2016 09:40,60,0
22/01/2016 09:50,60,0
22/01/2016 10:00,60,0
22/01/2016 10:10,50,0
22/01/2016 10:20,60,0
22/01/2016 10:30,30,0
22/01/2016 10:40,30,0
22/01/2016 10:50,30,0
22/01/2016 11:00,340,0
22/01/2016 11:10,400,0
22/01/2016 11:20,70,0
22/01/2016 11:30,50,0
22/01/2016 11:40,40,0
22/01/2016 11:50,40,0
22/01/2016 12:00,40,0
22/01/2016 12:10,40,0
22/01/2016 12:20,30,0
22/01/2016 12:30,30,0
22/01/2016 12:40,20,0
22/01/2016 12:50,30,0
22/01/2016 13:00,40,0
22/01/2016 13:10,50,0
22/01/2016 13:20,40,0
22/01/2016 13:30,40,0
22/01/2016 13:40,50,0
22/01/2016 13:50,50,0
22/01/2016 14:00,40,0
22/01/2016 14:10,30,0
22/01/2016 14:20,20,0
22/01/2016 14:30,20,0
22/01/2016 14:40,20,0
22/01/2016 14:50,40,0
22/01/2016 15:00,50,0
22/01/2016 15:10,50,0
22/01/2016 15:20,40,0
22/01/2016 15:30,40,0
22/01/2016 15:40,40,0
22/01/2016 15:50,40,0
22/01/2016 16:00,40,0
22/01/2016 16:10,20,0
22/01/2016 16:20,30,0
22/01/2016 16:30,20,0
22/01/2016 16:40,40,0
22/01/2016 16:50,40,0
22/01/2016 17:00,40,0
22/01/2016 17:10,40,0
22/01/2016 17:20,40,0
22/01/2016 17:30,40,0
22/01/2016 17:40,50,0
22/01/2016 17:50,50,0
22/01/2016 18:00,20,0
22/01/2016 18:10,20,0
22/01/2016 18:20,20,0
22/01/2016 18:30,30,0
22/01/2016 18:40,40,0
22/01/2016 18:50,40,0
22/01/2016 19:00,50,0
22/01/2016 19:10,40,0
22/01/2016 19:20,50,0
22/01/2016 19:30,40,0
22/01/2016 19:40,30,0
22/01/2016 19:50,20,0
22/01/2016 20:00,20,0
22/01/2016 20:10,20,0
22/01/2016 20:20,50,0
22/01/2016 20:30,50,0
22/01/2016 20:40,40,0
22/01/2016 20:50,40,0
22/01/2016 21:00,40,0
22/01/2016 21:10,40,0
22/01/2016 21:20,40,0
22/01/2016 21:30,30,0
22/01/2016 21:40,20,0
22/01/2016 21:50,30,0
22/01/2016 22:00,30,0
22/01/2016 22:10,40,0
22/01/2016 22:20,40,0
22/01/2016 22:30,40,0
22/01/2016 22:40,40,0
22/01/2016 22:50,40,0
22/01/2016 23:00,50,0
22/01/2016 23:10,40,0
22/01/2016 23:20,20,0
22/01/2016 23:30,20,0
22/01/2016 23:40,20,0
22/01/2016 23:50,40,0
23/01/2016 00:00,40,0
23/01/2016 00:10,50,0
23/01/2016 00:20,40,0
23/01/2016 00:30,50,0
23/01/2016 00:40,40,0
23/01/2016 00:50,40,0
23/01/2016 01:00,20,0
23/01/2016 01:10,20,0
23/01/2016 01:20,20,0
23/01/2016 01:30,30,0
23/01/2016 01:40,50,0
23/01/2016 01:50,50,0
23/01/2016 02:00,40,0
23/01/2016 02:10,40,0
23/01/2016 02:20,40,0
23/01/2016 02:30,40,0
23/01/2016 02:40,30,0
23/01/2016 02:50,20,0
23/01/2016 03:00,30,0
23/01/2016 03:10,30,0
23/01/2016 03:20,40,0
23/01/2016 03:30,40,0
23/01/2016 03:40,50,0
23/01/2016 03:50,40,0
23/01/2016 04:00,40,0
23/01/2016 04:10,30,0
23/01/2016 04:20,50,0
23/01/2016 04:30,20,0
23/01/2016 04:40,20,0
23/01/2016 04:50,20,0
23/01/2016 05:00,40,0
23/01/2016 05:10,40,0
23/01/2016 05:20,50,0
23/01/2016 05:30,40,0
23/01/2016 05:40,40,0
23/01/2016 05:50,50,0
23/01/2016 06:00,50,0
23/01/2016 06:10,10,0
23/01/2016 06:20,20,0
23/01/2016 06:30,20,0
23/01/2016 06:40,40,0
23/01/2016 06:50,40,0
23/01/2016 07:00,40,0
23/01/2016 07:10,50,0
23/01/2016 07:20,50,0
23/01/2016 07:30,40,0
23/01/2016 07:40,40,0
23/01/2016 07:50,20,0
23/01/2016 08:00,20,0
23/01/2016 08:10,40,10
23/01/2016 08:20,120,20
23/01/2016 08:30,160,10
23/01/2016 08:40,220,20
23/01/2016 08:50,130,20
23/01/2016 09:00,210,10
23/01/2016 09:10,140,20
23/01/2016 09:20,130,20
23/01/2016 09:30,190,10
23/01/2016 09:40,130,10
23/01/2016 09:50,120,10
23/01/2016 10:00,120,10
23/01/2016 10:10,120,10
23/01/2016 10:20,200,10
23/01/2016 10:30,120,10
23/01/2016 10:40,110,10
23/01/2016 10:50,120,10
23/01/2016 11:00,130,10
23/01/2016 11:10,130,10
23/01/2016 11:20,170,10
23/01/2016 11:30,110,10
23/01/2016 11:40,140,10
23/01/2016 11:50,110,10
23/01/2016 12:00,120,10
23/01/2016 12:10,110,10
23/01/2016 12:20,110,10
23/01/2016 12:30,250,10
23/01/2016 12:40,250,10
23/01/2016 12:50,100,10
23/01/2016 13:00,120,10
23/01/2016 13:10,120,10
23/01/2016 13:20,140,10
23/01/2016 13:30,190,10
23/01/2016 13:40,150,10
23/01/2016 13:50,150,10
23/01/2016 14:00,150,10
23/01/2016 14:10,150,10
23/01/2016 14:20,140,10
23/01/2016 14:30,130,10
23/01/2016 14:40,180,10
23/01/2016 14:50,280,10
23/01/2016 15:00,170,10
23/01/2016 15:10,130,20
23/01/2016 15:20,80,0
23/01/2016 15:30,80,10
23/01/2016 15:40,70,0
23/01/2016 15:50,80,10
23/01/2016 16:00,60,0
23/01/2016 16:10,40,10
23/01/2016 16:20,50,0
23/01/2016 16:30,70,0
23/01/2016 16:40,80,10
23/01/2016 16:50,120,10
23/01/2016 17:00,120,10
23/01/2016 17:10,420,10
23/01/2016 17:20,410,20
23/01/2016 17:30,240,10
23/01/2016 17:40,220,10
23/01/2016 17:50,60,10
23/01/2016 18:00,70,10
23/01/2016 18:10,90,0
23/01/2016 18:20,110,10
23/01/2016 18:30,90,0
23/01/2016 18:40,100,10
23/01/2016 18:50,90,0
23/01/2016 19:00,90,10
23/01/2016 19:10,90,10
23/01/2016 19:20,70,20
23/01/2016 19:30,70,0
23/01/2016 19:40,80,10
23/01/2016 19:50,100,0
23/01/2016 20:00,100,0
23/01/2016 20:10,90,0
23/01/2016 20:20,110,0
23/01/2016 20:30,110,0
23/01/2016 20:40,110,0
23/01/2016 20:50,110,0
23/01/2016 21:00,100,0
23/01/2016 21:10,80,0
23/01/2016 21:20,90,0
23/01/2016 21:30,100,0
23/01/2016 21:40,110,0
23/01/2016 21:50,100,0
23/01/2016 22:00,100,0
23/01/2016 22:10,90,10
23/01/2016 22:20,70,0
23/01/2016 22:30,70,0
23/01/2016 22:40,60,0
23/01/2016 22:50,50,0
23/01/2016 23:00,50,0
23/01/2016 23:10,60,0
23/01/2016 23:20,80,0
23/01/2016 23:30,70,0
23/01/2016 23:40,80,0
23/01/2016 23:50,80,0
24/01/2016 00:00,60,0
24/01/2016 00:10,40,0
24/01/2016 00:20,40,0
24/01/2016 00:30,20,0
24/01/2016 00:40,20,0
24/01/2016 00:50,30,0
24/01/2016 01:00,50,0
24/01/2016 01:10,40,0
24/01/2016 01:20,50,0
24/01/2016 01:30,40,0
24/01/2016 01:40,40,0
24/01/2016 01:50,40,0
24/01/2016 02:00,50,0
24/01/2016 02:10,30,0
24/01/2016 02:20,30,0
24/01/2016 02:30,20,0
24/01/2016 02:40,20,0
24/01/2016 02:50,40,0
24/01/2016 03:00,40,0
24/01/2016 03:10,50,0
24/01/2016 03:20,40,0
24/01/2016 03:30,50,0
24/01/2016 03:40,50,0
24/01/2016 03:50,40,0
24/01/2016 04:00,20,0
24/01/2016 04:10,30,0
24/01/2016 04:20,20,0
24/01/2016 04:30,30,0
24/01/2016 04:40,40,0
24/01/2016 04:50,50,0
24/01/2016 05:00,50,0
24/01/2016 05:10,40,0
24/01/2016 05:20,40,0
24/01/2016 05:30,40,0
24/01/2016 05:40,40,0
24/01/2016 05:50,30,0
24/01/2016 06:00,20,0
24/01/2016 06:10,30,0
24/01/2016 06:20,30,0
24/01/2016 06:30,40,0
24/01/2016 06:40,40,0
24/01/2016 06:50,50,0
24/01/2016 07:00,40,0
24/01/2016 07:10,40,0
24/01/2016 07:20,40,0
24/01/2016 07:30,50,0
24/01/2016 07:40,40,0
24/01/2016 07:50,220,10
24/01/2016 08:00,360,0
24/01/2016 08:10,360,30
24/01/2016 08:20,590,20
24/01/2016 08:30,850,20
24/01/2016 08:40,690,10
24/01/2016 08:50,800,10
24/01/2016 09:00,710,20
24/01/2016 09:10,680,20
24/01/2016 09:20,290,10
24/01/2016 09:30,190,20
24/01/2016 09:40,120,10
24/01/2016 09:50,140,20
24/01/2016 10:00,260,20
24/01/2016 10:10,310,20
24/01/2016 10:20,230,40
24/01/2016 10:30,180,30
24/01/2016 10:40,320,40
24/01/2016 10:50,620,40
24/01/2016 11:00,620,30
24/01/2016 11:10,530,40
24/01/2016 11:20,180,30
24/01/2016 11:30,180,40
24/01/2016 11:40,120,30
24/01/2016 11:50,140,30
24/01/2016 12:00,100,30
24/01/2016 12:10,120,30
24/01/2016 12:20,100,40
24/01/2016 12:30,130,30
24/01/2016 12:40,270,30
24/01/2016 12:50,520,30
24/01/2016 13:00,580,20
24/01/2016 13:10,520,20
24/01/2016 13:20,350,10
24/01/2016 13:30,340,10
24/01/2016 13:40,330,10
24/01/2016 13:50,290,10
24/01/2016 14:00,300,20
24/01/2016 14:10,280,30
24/01/2016 14:20,220,40
24/01/2016 14:30,90,30
24/01/2016 14:40,90,20
24/01/2016 14:50,100,20
24/01/2016 15:00,90,20
24/01/2016 15:10,80,10
24/01/2016 15:20,80,10
